names,R01-003,R01-004,R01-005,R01-006,R01-007,R01-012,R01-013,R01-014,R01-015,R01-016,R01-017,R01-018,R01-021,R01-022,R01-023,R01-024,R01-026,R01-027,R01-028,R01-029,R01-031,R01-032,R01-033,R01-034,R01-035,R01-037,R01-038,R01-039,R01-040,R01-041,R01-042,R01-043,R01-046,R01-048,R01-049,R01-051,R01-052,R01-054,R01-055,R01-056,R01-057,R01-059,R01-060,R01-061,R01-062,R01-063,R01-064,R01-065,R01-066,R01-067,R01-068,R01-069,R01-071,R01-072,R01-073,R01-076,R01-077,R01-078,R01-079,R01-080,R01-081,R01-083,R01-084,R01-089,R01-091,R01-093,R01-094,R01-096,R01-097,R01-098,R01-099,R01-100,R01-101,R01-102,R01-103,R01-104,R01-105,R01-106,R01-107,R01-108,R01-109,R01-110,R01-111,R01-112,R01-113,R01-114,R01-115,R01-116,R01-117,R01-118,R01-119,R01-120,R01-121,R01-122,R01-123,R01-124,R01-125,R01-126,R01-127,R01-128,R01-129,R01-130,R01-131,R01-132,R01-133,R01-134,R01-135,R01-136,R01-137,R01-138,R01-139,R01-140,R01-141,R01-142,R01-144,R01-145,R01-146,R01-147,R01-148,R01-149,R01-150,R01-151,R01-152,R01-153,R01-154,R01-156,R01-157,R01-158,R01-159,R01-160
LowGrayLevelRunEmphasis,0.0038465,0.004007615,0.000878028,0.001606138,0.006321048,0.001917457,0.011449949,0.009874265,0.000868269,0.020583404,0.005193737,0.001510224,0.00157258,0.003054934,0.000980645,0.065549711,0.003857404,0.18495032,0.025170994,0.000791533,0.013397534,0.01611109,0.006247249,0.009914903,0.000926626,0.002947118,0.000114906,0.003581457,0.001171659,0.008127305,0.00448578,0.004843223,0.006853181,0.001459203,0.009738165,0.00132908,0.103901406,0.000612542,0.091254224,0.002364544,0.004359514,0.010678982,0.00456345,0.008531484,0.20414359,0.007541406,0.006298619,0.001198257,0.000995999,0.008953848,0.002853471,0.005208162,0.015316867,0.020041098,0.009460821,0.003407048,0.02073787,0.002745025,0.002626802,0.010258765,0.00617972,0.003797997,0.001269036,0.001256206,0.001077143,0.02854945,0.003739043,0.009108588,0.010211882,0.126988186,0.001449331,0.018165364,0.016439595,0.0041171,0.000906633,0.005558388,0.000856111,0.001023167,0.104449305,0.014688167,0.012092167,0.003694092,0.001048846,0.000771878,0.09022045,0.018208563,0.010090077,0.017015809,0.000930288,0.009159797,0.001713241,0.061157921,0.001244316,0.003523504,0.006166029,0.03302895,0.004614801,0.00544628,0.003806665,0.003677902,0.000955721,0.003025926,0.018370916,0.010059686,7.72E-05,0.130688869,0.000815681,0.005639177,0.034329396,0.006296678,0.001239882,0.00300881,0.026327599,0.001130823,0.006211733,0.004886987,0.000924662,0.002449561,0.001897076,0.000766012,0.002538382,0.003816588,0.001558764,0.002232012,0.025407055,0.002375838,0.002381584,0.014868426,0.004545121,0.001021375
RunEntropy,5.416846385,5.61563422,4.219783378,4.878346462,5.040483583,5.496122902,4.517768987,5.299055696,4.636558259,4.647575709,5.222565579,4.409982194,5.010167651,5.384745089,5.157849707,5.40926643,5.494651254,5.295980423,5.340704446,4.176940441,5.394948487,5.460096957,5.462797242,5.461184158,5.00327686,4.870856329,8.012507554,5.445911849,4.86105493,5.512330363,5.241218143,4.840302461,5.380409741,4.589522766,4.596126096,4.980366393,5.134415452,4.233273473,5.421752158,4.880771052,5.089866153,5.024997311,5.498535001,4.721569115,4.994572571,5.365477362,5.771394832,4.88339517,4.681811822,5.147316171,5.065865797,5.558561076,5.317036535,5.252566466,5.758812913,5.176965023,5.824354831,5.258154726,5.682554793,5.624014392,5.449941284,4.463898837,5.074618235,4.386802108,8.000014941,5.545591854,5.054443251,5.751429307,5.38676434,5.3141848,4.255939285,5.614110068,5.282980989,5.362711408,4.679666674,5.697356512,5.048252871,4.585037202,5.561922833,5.383487255,5.508727846,5.216125589,4.588199741,4.386150567,5.275539507,5.013404711,4.901537492,5.548730349,5.015151588,5.174706715,5.196018996,5.670899734,4.985200096,5.329330067,5.197977742,5.770062408,5.537157209,5.376628983,5.243326774,5.500460169,4.947601299,5.959252932,5.792508052,5.340003222,8.719429759,5.103937432,4.825983072,5.274081717,5.841098495,4.936133841,4.974863328,4.744865601,5.954295604,5.390020748,5.39489465,4.965162505,5.000357911,4.835636968,4.879789447,4.135361736,4.913891272,5.387061561,4.037441607,4.980183072,4.31630633,4.461670527,4.890496083,4.880208614,6.493754366,3.849227606
RunLengthNonUniformity,1504.973336,1719.696112,8691.348326,3029.600417,1259.180781,29871.40754,402.3048576,3450.413095,40149.25127,791.8318326,3725.571399,19102.65431,1886.494603,7592.021832,47979.24311,2221.680676,4982.496121,3463.346676,27249.87376,52421.11438,3932.93759,37673.01217,2922.575665,15767.27469,9246.432723,4563.042615,11562.59854,8916.299317,10456.94103,922.1010509,44366.12769,1299.365249,3901.410674,3161.80386,1248.226628,9454.967181,4849.246901,180877.0342,4388.671266,11265.83225,2137.145295,592.9691948,1428.312871,1298.936297,1404.636011,4139.714464,1399.612561,123971.019,14185.88528,6164.654421,772.1362038,157881.2924,1619.671633,1255.333003,1653.396367,3869.689765,26655.44727,12871.65891,3389.553831,2994.682269,2816.48822,360.2408895,5779.199171,137208.0384,1050.80337,5882.285904,1521.385976,4412.247259,2524.843843,16529.91189,15158.9088,36846.27574,1929.845328,18478.46377,48330.89481,7722.789468,9089.389063,5981.611883,22283.47519,1005.687645,2712.855543,2717.442528,1827.280671,81668.24914,12787.9002,65402.62733,529.9578257,875.4006481,5231.241183,27350.04377,17873.18248,751.358238,6124.20141,4448.587277,1069.906434,4312.718275,4484.672005,4184.552797,5272.877416,7547.381397,8905.651729,16716.33938,7862.497777,5660.842271,34036.81889,5878.55959,19870.50947,5743.424712,5890.081388,2324.538434,23985.67489,7471.633309,14991.9591,12940.8485,2489.878421,2833.266511,85304.85932,4773.034683,8546.816524,79586.15324,379.998271,3939.013192,2160.361264,4416.313753,85.67996295,11860.81629,12892.43635,964.0025923,216.6203303,24812.19303
RunLengthNonUniformityNormalized,0.875930883,0.891238043,0.67672051,0.688369907,0.910294725,0.850920833,0.887716971,0.866642872,0.592300101,0.766559183,0.906885675,0.409409253,0.815738086,0.883335486,0.695449918,0.655698219,0.809582448,0.89400216,0.825665218,0.756675064,0.889896588,0.899572916,0.904177509,0.907334858,0.873888269,0.880865772,0.986684662,0.868676407,0.825372607,0.934338909,0.900818252,0.883569795,0.907616961,0.752528408,0.826990988,0.893477334,0.89651659,0.786904867,0.921802601,0.858082725,0.886264959,0.910615824,0.933845332,0.796961496,0.911898403,0.856882149,0.934464444,0.888475941,0.783013574,0.859469022,0.891395558,0.881966533,0.884121384,0.878376582,0.887235169,0.771703431,0.904091718,0.836722149,0.931026134,0.923555528,0.859699344,0.80620232,0.883566674,0.637379297,0.986233504,0.868811824,0.871445635,0.921229721,0.913553329,0.908961645,0.516350883,0.883078193,0.835274627,0.909947865,0.856278486,0.93029977,0.827453504,0.770667992,0.754431887,0.880824961,0.819916406,0.841281076,0.819699987,0.749777208,0.861685859,0.795777614,0.892483686,0.912391319,0.879556179,0.861260505,0.878979868,0.915854947,0.878000931,0.910432657,0.89759418,0.933037543,0.915808617,0.906266283,0.886916015,0.805288581,0.863843221,0.950690061,0.909884782,0.834591232,0.982620443,0.648783562,0.885623111,0.890595843,0.915419227,0.839304681,0.848588893,0.854746364,0.915333041,0.903021527,0.907381721,0.703095363,0.635942456,0.735316325,0.721465185,0.669243312,0.91340867,0.866625566,0.73008133,0.626650421,0.947508262,0.639526918,0.747108759,0.905517628,0.980691467,0.550246738
RunPercentage,0.928901277,0.940133453,0.792567465,0.777758102,0.952479339,0.915762392,0.927705075,0.926444771,0.717356541,0.856841162,0.950730057,0.522010309,0.885529731,0.937037006,0.799780289,0.750039113,0.877105208,0.935888112,0.899786669,0.855633451,0.940265523,0.945147467,0.948010921,0.950214119,0.930915441,0.935779307,0.99327135,0.925706177,0.9001689,0.965452356,0.946771272,0.936772863,0.950697754,0.848626207,0.902327935,0.942871438,0.933661066,0.877630002,0.929580228,0.92132769,0.939204988,0.952584751,0.965472028,0.872733295,0.944655221,0.920175271,0.965530923,0.940195418,0.872216575,0.921475595,0.940282302,0.935828862,0.936887665,0.932824197,0.938500291,0.837638281,0.947982356,0.908602102,0.963483432,0.960308057,0.922773222,0.878774086,0.937231298,0.766438396,0.992974407,0.925949307,0.928931101,0.957991598,0.95357541,0.942026306,0.647122479,0.937244872,0.892110989,0.95191316,0.920786575,0.963775688,0.903214573,0.858808301,0.782339193,0.933203346,0.887572374,0.907675002,0.897239691,0.849579772,0.896798185,0.881133431,0.940631476,0.953509711,0.934121173,0.923009843,0.933763137,0.952380952,0.933684872,0.952191056,0.946233274,0.964484691,0.954340981,0.948022813,0.939062044,0.865583751,0.92509958,0.974292171,0.951726066,0.900909688,0.991149488,0.589933375,0.938469904,0.940908784,0.95486464,0.908065696,0.914849217,0.919338787,0.954915514,0.948463371,0.949952056,0.785678684,0.760376459,0.827282577,0.81953568,0.791763491,0.952011291,0.924612251,0.835479163,0.683855512,0.969396195,0.76188381,0.845308164,0.947252747,0.990341497,0.687088078
RunVariance,0.096214555,0.074159521,0.40424181,0.579096763,0.053626518,0.113059681,0.142681412,0.09167269,0.739146061,0.24221729,0.055623594,2.892469835,0.195436634,0.074678392,0.420361383,1.199324886,0.230181023,0.114826323,0.138967611,0.218236665,0.071130237,0.066783043,0.062309218,0.058442285,0.084314783,0.075659851,0.006872855,0.09953581,0.135877793,0.038579661,0.062165985,0.076841716,0.056695972,0.249845399,0.128218031,0.066359131,0.153594964,0.169134313,0.590891848,0.099221448,0.070359722,0.053998916,0.037802551,0.248091479,0.107590056,0.101602631,0.03845675,0.069580323,0.190089408,0.100391869,0.073933552,0.077141012,0.076118921,0.083217517,0.074510332,0.408796277,0.062284496,0.119365368,0.041331751,0.042999895,0.096499869,0.241106664,0.073918466,0.462611555,0.007313774,0.098571491,0.08948,0.04813096,0.054399837,0.128746206,1.198140667,0.073260458,0.22835709,0.055373303,0.098281735,0.03930859,0.126327238,0.234949419,2.660017502,0.086702827,0.19647814,0.131160097,0.139550653,0.235941419,0.691007629,0.170141826,0.073195091,0.052793593,0.08055504,0.097237386,0.080607743,0.066409733,0.079718907,0.055452608,0.059538309,0.040457575,0.05462182,0.065497579,0.071738775,0.300514227,0.092547277,0.031008798,0.056526439,0.163048796,0.009191839,7.43317853,0.072140578,0.070696917,0.052348282,0.12599823,0.111238421,0.101926811,0.051736687,0.058837344,0.059526234,0.611699429,0.515202948,0.346794732,0.375726733,0.381006875,0.059696399,0.09960477,0.271766051,1.52108192,0.041346925,0.508846518,0.254950355,0.069970374,0.009654267,0.883883371
ShortRunEmphasis,0.94916074,0.956088298,0.84884898,0.854644792,0.964324568,0.938085217,0.949771114,0.945210397,0.797280465,0.89689986,0.962906086,0.662135673,0.921046993,0.952779017,0.859218491,0.832797185,0.917998847,0.956052399,0.926621107,0.892888613,0.95556136,0.959693588,0.961665022,0.963061878,0.948639102,0.951792361,0.994962779,0.945326223,0.926564657,0.974238128,0.960338583,0.952344958,0.963128733,0.890400585,0.927280902,0.957251686,0.954186831,0.908240773,0.967636235,0.94162162,0.954006626,0.964234919,0.974092874,0.911448767,0.962830658,0.941000096,0.974309689,0.955117761,0.905593317,0.942147971,0.956143078,0.952207132,0.953107738,0.950350097,0.954392142,0.898811634,0.961604556,0.931607561,0.972786438,0.969914076,0.942069448,0.916551556,0.952955671,0.825910815,0.994778371,0.946261443,0.947529245,0.968856225,0.965661061,0.960327422,0.745165513,0.952750473,0.929337165,0.964169497,0.940881819,0.972705281,0.927341778,0.899547193,0.889223961,0.951453302,0.922766079,0.933517112,0.923788517,0.889253934,0.941623019,0.912355351,0.95649898,0.965176741,0.951127841,0.943045791,0.950895732,0.966339293,0.950465646,0.964399448,0.958915675,0.973647197,0.966498418,0.962383661,0.95427677,0.915381028,0.944240739,0.980779385,0.964136564,0.929210313,0.993402411,0.823516965,0.953883734,0.955606629,0.966436818,0.932877473,0.937254108,0.940122097,0.966413945,0.961321085,0.963024381,0.861670547,0.824771099,0.879918677,0.872717916,0.844886644,0.964698834,0.944915314,0.87807945,0.817417275,0.978190383,0.827176018,0.887194694,0.960983728,0.992618451,0.766413829
ShortRunHighGrayLevelEmphasis,1139.551482,1161.710397,1144.904589,707.7992972,464.0251558,880.2327805,236.6647302,350.8121976,1080.560488,176.2636198,461.496862,1068.487682,1161.67061,603.011557,1225.570753,8072.069624,715.9922803,969.7565987,1278.712343,1552.984561,1389.616792,1547.373878,1340.219667,1391.316476,1530.879672,1550.388648,166318.068,745.8136204,1419.75672,1139.956658,1723.46446,553.2746506,1518.493132,1171.503006,209.8890316,1193.609602,982.9260331,1681.053638,3911.670387,1728.301797,441.0394654,326.2232117,874.5407445,289.7668122,688.3641421,1308.780804,1144.565607,1709.563686,1319.754065,1493.936562,1020.41162,1277.315962,1498.322894,1616.876631,967.8471665,449.3111546,702.3868426,539.9400574,972.9775643,630.2708125,423.8149702,1001.695674,1601.666108,751.1542517,89006.56625,1323.176906,1575.529071,1335.33065,1722.646867,823.1885571,531.8373553,407.0018323,336.5966713,1546.415402,1832.656189,847.8709486,1620.188623,1122.614124,9972.166448,441.9624361,486.9122257,589.4906517,1742.688104,1528.985108,3542.972086,1445.003748,437.4565686,1820.552706,1893.892039,1471.353571,1545.367121,826.0475748,1187.181485,1565.888646,456.9252785,662.5521107,666.7603141,1058.54039,491.2982517,662.4254563,1478.3766,4823.518902,706.6018662,333.619606,114881.9536,7462.343364,1441.479037,402.9103316,769.5867787,1430.003328,1607.803291,1499.380364,918.2736983,1340.323593,1341.577592,381.3250648,1218.893361,607.5926907,714.0936594,1403.955093,9098.190228,623.3029321,881.3170261,603.346963,204.6304767,935.9202399,948.9170946,220.8982255,125011.2041,953.8439884
ShortRunLowGrayLevelEmphasis,0.003798997,0.003919977,0.000771907,0.001459538,0.006219461,0.00182462,0.011211402,0.009387463,0.000731562,0.019899758,0.005038054,0.001193278,0.001520243,0.002929971,0.00088059,0.019371962,0.0037258,0.163740067,0.022624632,0.000729641,0.011883364,0.013316098,0.006085609,0.009177534,0.000895415,0.002891156,0.000114876,0.003465489,0.001123769,0.007567432,0.003970111,0.004703197,0.006681215,0.001378717,0.009376315,0.001292457,0.096454052,0.000555621,0.087085672,0.002289274,0.004225969,0.010480939,0.004477565,0.008268553,0.187885347,0.007399318,0.006198927,0.001119508,0.000931449,0.00732764,0.002810603,0.005015999,0.013513667,0.015757685,0.009113833,0.00321103,0.019381525,0.002561656,0.002574241,0.010040133,0.005787347,0.00373756,0.001231829,0.001072619,0.001077097,0.023962055,0.00366662,0.008820206,0.009581576,0.118537022,0.001115757,0.017356223,0.015921315,0.003927288,0.000851575,0.0054634,0.00081445,0.000946018,0.034110038,0.013974078,0.011514647,0.003570984,0.001009001,0.000708298,0.080764697,0.014897118,0.009967102,0.016712345,0.000905654,0.008264783,0.001674889,0.048293223,0.001203052,0.003406215,0.006002216,0.031701186,0.004521616,0.005395333,0.003629769,0.003533576,0.000920668,0.002777639,0.016021462,0.009295748,7.70E-05,0.021458666,0.000784539,0.005420447,0.030332612,0.006107738,0.00112771,0.002938425,0.024822848,0.001099785,0.005750657,0.004597379,0.000802888,0.002301415,0.001751778,0.000670533,0.002534784,0.003676655,0.001443667,0.002032747,0.025225644,0.002173424,0.002240981,0.014171084,0.00454507,0.000828765
Busyness,0.144609867,0.140068694,0.814812129,0.525103421,0.229592841,2.088218172,0.262559507,0.405304952,3.993879015,0.354607694,0.714603327,3.283693102,0.178602162,1.217830882,2.542964662,0.565753134,0.400891486,1.415777044,1.283403446,2.683749981,0.245075885,1.593729613,0.153925614,0.905309849,0.503367743,0.229008952,0.007869252,0.975892376,0.541367083,0.076185688,1.346681822,0.198096052,0.175485988,0.271258963,0.472665165,0.595578366,1.49547263,9.057214263,0.753493786,0.425088144,0.599492197,0.269823892,0.184149746,0.773539738,1.274784016,0.229830289,0.099680195,4.675884525,1.045821163,0.256866559,0.084116325,6.962338263,0.093170849,0.072258651,0.128453091,0.49601461,3.802057249,1.492461328,0.332975336,0.365472459,0.449456403,0.093612063,0.22426765,9.687861621,0.002359432,0.343267397,0.086140351,0.255162348,0.104383262,4.833890245,6.248606851,6.092322004,0.638081194,0.93984742,0.825595792,0.728430562,0.364345207,0.515401612,5.956848806,0.284944531,0.37689647,0.333187985,0.120539923,4.166075535,2.064439578,3.474593856,0.139596525,0.035347624,0.217560938,1.250537615,0.825473825,0.116967596,0.403565376,0.204161823,0.170620049,0.754142191,0.70217621,0.396363732,0.706291277,0.615783725,0.463722751,0.685630168,0.993588464,2.429199868,0.016915694,5.122731832,1.137428625,1.131982259,0.651531222,0.158940773,1.100622739,0.409399411,0.990933811,0.660114477,0.143533287,0.659099734,4.172594881,0.730229092,1.400498447,5.700375912,0.011819665,0.517375109,0.269227327,0.85487466,0.0803306,1.418475407,0.981989239,0.346388793,0.002324902,2.471773722
Coarseness,0.003127567,0.003507765,0.000441121,0.001493461,0.004519715,0.000342785,0.01060994,0.00228548,8.12E-05,0.005523464,0.001611038,8.78E-05,0.002595426,0.001123789,0.000114216,0.000209238,0.001502532,0.000248736,0.00022548,8.07E-05,0.001495627,0.000165822,0.002397299,0.000377007,0.000607355,0.001209089,0.000544849,0.000883111,0.00050319,0.007422088,0.000132855,0.005067252,0.001690681,0.001521302,0.004782348,0.000622168,0.000214493,2.55E-05,0.000202348,0.000518084,0.003078463,0.009299956,0.0042524,0.002283192,0.000544575,0.001520643,0.004916299,4.56E-05,0.000322274,0.000923084,0.006860972,4.73E-05,0.003569985,0.004121903,0.004456087,0.001863944,0.000252869,0.000755846,0.001833781,0.002332854,0.004459085,0.007853715,0.001071386,2.83E-05,0.004405488,0.000955965,0.003613502,0.001455021,0.002398202,6.72E-05,0.000204226,0.000249994,0.002878092,0.000322343,0.00010461,0.001000555,0.000685355,0.000769208,1.53E-05,0.005863411,0.003246764,0.002925566,0.003057605,5.31E-05,6.05E-05,7.17E-05,0.009218289,0.007387732,0.001167064,0.000207089,0.00032356,0.0067682,0.000935774,0.001388671,0.007665601,0.001530779,0.001345851,0.001307889,0.001199801,0.001347947,0.000637305,0.000148454,0.000997914,0.001286859,0.000315048,2.71E-05,0.00026915,0.001303976,0.001395264,0.002199361,0.000226471,0.000691491,0.000532446,0.000544337,0.002463147,0.001138906,6.61E-05,0.000689418,0.000448376,4.66E-05,0.012989991,0.001802644,0.001964016,0.000731598,0.051476912,0.000249634,0.000411786,0.006783654,0.012680039,0.000100069
Complexity,6215.96965,6203.168655,1568.957594,853.5143018,3235.548024,2460.632664,860.8311938,6672.193603,1694.446212,845.0134392,4367.062865,912.1106174,3049.428136,2200.276996,2760.252162,83153.64015,2750.962201,101192.3024,6416.157881,3776.009279,6356.319803,10832.73036,6631.67343,8388.407908,5903.241466,6243.723198,3779585.55,2345.155615,5097.599229,6284.549971,18033.70035,1650.893128,8407.371481,1953.051503,634.4023106,5607.040383,63452.36963,3751.34517,134431.5201,7737.648959,1625.332508,1650.851129,6628.120243,1064.069106,57025.73707,5260.185841,9380.317104,9466.633549,3065.81624,11424.86531,3984.863639,6801.572773,6755.883499,8356.172716,5722.502104,1261.246592,7518.693419,1613.061779,9551.78426,7967.41024,1490.409072,1998.621458,8561.93796,2775.538581,2321423.737,8963.350929,6142.143644,10996.72464,11899.24941,137950.3703,155.3407087,4172.696717,1499.151232,8716.986172,40683.44162,7067.451853,5343.527568,2568.588914,189122.9058,2507.287471,1364.069814,1442.896059,2393.268258,4452.769063,155829.7432,6476.898062,1856.696023,12010.75815,6978.022999,7870.646254,8319.258676,7971.142458,5035.507026,9713.071283,2170.533777,8052.82726,6431.449242,5927.183213,5018.231844,1398.621458,5373.882764,119266.8451,6039.898839,1377.616462,4164838.462,141190.921,6185.83791,2705.241115,5591.278626,4438.284587,6536.493941,5225.879496,11768.57897,6872.050046,7497.020304,1998.07459,1683.803644,2799.558471,1582.397133,2108.637009,9110.854971,2711.09441,1018.64329,978.4134291,740.8129341,1935.882616,2166.590664,1865.0522,405017.0679,1585.863412
Contrast,0.567854696,0.710292419,0.016427775,0.099683635,0.294357371,0.181446696,0.344966264,0.121181666,0.025650073,0.152815994,0.26772591,0.01108871,0.176075462,0.247548967,0.05236527,7.607261265,0.287728839,1.680111932,0.324978382,0.012077676,0.401135911,0.279523724,0.288757489,0.343193222,0.134337662,0.111701504,2.578570058,0.359923348,0.086985147,0.449998714,0.100546844,0.154930428,0.283547016,0.09027874,0.15395718,0.107679104,1.81933026,0.015308252,3.288697321,0.06653642,0.323993515,0.516945193,0.424658747,0.439189191,2.833095433,0.39196072,0.603612407,0.056033958,0.080623906,0.153889746,0.411897605,0.251052404,0.426992593,0.345337933,0.619977756,0.137442772,0.685583188,0.116939366,0.48664577,0.338851969,0.184053611,0.301309905,0.096488754,0.00778478,9.202813277,0.497438179,0.156043757,0.484822247,0.23874099,1.252788048,0.016846442,0.265951129,0.628654676,0.244642366,0.016659696,0.378381329,0.075336679,0.058087721,7.65923444,0.706653327,0.473011474,0.27349917,0.060958834,0.025125484,2.114581723,0.184776045,0.460730664,0.424439632,0.087405997,0.184642755,0.160621234,0.781632723,0.129072333,0.167562653,0.226701452,0.710023594,0.46738428,0.391523463,0.170053094,0.233759499,0.099063532,1.223729912,0.457954019,0.368293524,4.345836692,7.873979294,0.073125269,0.224636206,0.656087187,0.211274532,0.081018189,0.117026791,0.551234795,0.176742451,0.290840222,0.116395072,0.027549069,0.099213119,0.15375686,0.021277389,0.59968686,0.378147626,0.03118713,0.101544857,0.496941368,0.070119351,0.129494377,0.207389855,25.00799248,0.003333447
