names,R01-003,R01-004,R01-005,R01-006,R01-007,R01-012,R01-013,R01-014,R01-015,R01-016,R01-017,R01-018,R01-021,R01-022,R01-023,R01-024,R01-026,R01-027,R01-028,R01-029,R01-031,R01-032,R01-033,R01-034,R01-035,R01-037,R01-038,R01-039,R01-040,R01-041,R01-042,R01-043,R01-046,R01-048,R01-049,R01-051,R01-052,R01-054,R01-055,R01-056,R01-057,R01-059,R01-060,R01-061,R01-062,R01-063,R01-064,R01-065,R01-066,R01-067,R01-068,R01-069,R01-071,R01-072,R01-073,R01-076,R01-077,R01-078,R01-079,R01-080,R01-081,R01-083,R01-084,R01-089,R01-091,R01-093,R01-094,R01-096,R01-097,R01-098,R01-099,R01-100,R01-101,R01-102,R01-103,R01-104,R01-105,R01-106,R01-107,R01-108,R01-109,R01-110,R01-111,R01-112,R01-113,R01-114,R01-115,R01-116,R01-117,R01-118,R01-119,R01-120,R01-121,R01-122,R01-123,R01-124,R01-125,R01-126,R01-127,R01-128,R01-129,R01-130,R01-131,R01-132,R01-133,R01-134,R01-135,R01-136,R01-137,R01-138,R01-139,R01-140,R01-141,R01-142,R01-144,R01-145,R01-146,R01-147,R01-148,R01-149,R01-150,R01-151,R01-152,R01-153,R01-154,R01-156,R01-157,R01-158,R01-159,R01-160
LowGrayLevelZoneEmphasis,0.006242795,0.00539619,0.001504906,0.002646764,0.008687024,0.002389774,0.01915081,0.011447743,0.001544885,0.038086852,0.005891774,0.003728633,0.002569094,0.003486166,0.00137765,0.00127704,0.005514739,0.035917269,0.023981871,0.001568141,0.009015784,0.006677101,0.007555475,0.008009537,0.00132785,0.005024589,0.000124169,0.004316408,0.002090484,0.005118009,0.003816225,0.006593003,0.00822131,0.003094783,0.016763087,0.001839376,0.044752495,0.000708574,0.001010498,0.002966589,0.005604952,0.014041178,0.005081359,0.013827447,0.061887112,0.013938908,0.007277539,0.001171826,0.001602117,0.008028649,0.00460793,0.006976812,0.012056732,0.006846152,0.009954676,0.004855243,0.016437626,0.002923022,0.002992994,0.011261838,0.005975408,0.006788271,0.001740222,0.002245255,0.001169113,0.01168058,0.005124448,0.010183538,0.009035876,0.050471894,0.002110347,0.021536822,0.020977483,0.004051393,0.001217295,0.006728127,0.001368399,0.001549262,0.000598048,0.013217728,0.013772987,0.005380033,0.002216893,0.001416021,0.001831732,0.008122919,0.015777881,0.02039299,0.001451296,0.008014765,0.002727522,0.009270765,0.001733919,0.003402349,0.008154695,0.027297244,0.005619151,0.008282537,0.003919293,0.005105601,0.001395972,0.000463877,0.010703428,0.009782603,8.25E-05,0.000414934,0.000991049,0.006452905,0.019732779,0.009760545,0.001451357,0.005660157,0.021539311,0.001407953,0.004627971,0.00868305,0.001592246,0.004334819,0.003095143,0.001394247,0.004399493,0.004870145,0.003723406,0.003940921,0.032957468,0.004931242,0.00449445,0.013057171,0.005119956,0.002168842
SizeZoneNonUniformity,562.6289791,586.8618042,1172.330658,518.6603774,417.0150376,5140.411939,85.97487437,621.612069,5387.775816,174.627027,1009.11589,1914.23827,526.9535783,1465.012526,7165.364963,343.3301887,1320.328525,1286.521153,6185.849714,6752.929756,1245.894345,11285.80157,960.642736,5214.312053,2303.379394,1073.547312,9223.933889,2066.690962,2323.899257,368.1643625,12792.63187,262.7540741,1285.317607,597.7730802,229.0742188,2442.734867,1073.121803,22140.41234,1548.725789,2703.396424,445.8237378,166.6109589,523.0484359,345.6601671,496.3140878,1066.176768,603.408,28580.65225,2477.827819,1588.41011,251.5080092,37976.88574,481.8843996,379.777931,533.9334698,613.4091442,8629.772738,1395.077636,1250.096031,934.0677618,358.2799311,121.2702703,1562.627767,11994.74905,854.2680938,1771.040013,468.5207026,1620.610919,944.6522277,4853.520591,1078.202344,7393.013056,495.7595386,5680.719584,10160.82975,2576.438189,1712.809078,1362.129902,6690.813339,297.1890547,546.7707101,630.4852624,338.7014493,12346.32931,3866.297607,13231.89324,175.8391167,342.6545769,1353.924812,6998.581549,5075.872315,313.384058,1494.188454,1460.409009,236.8212479,1665.614163,1517.70191,1483.907994,1194.691098,1469.66049,2076.409734,7846.766335,2468.411765,744.232642,25935.97158,1640.127318,4625.352048,1130.825108,1959.526425,604.8360958,5899.473778,1761.652974,5085.51831,3557.058776,879.3062016,577.9953488,7176.38434,1049.061865,1317.199191,7105.57754,112.1829787,868.5164619,307.4810127,900.6257816,34.35483871,1901.593437,1898.180552,235.2302158,154.7653061,1543.223396
SizeZoneNonUniformityNormalized,0.617594928,0.563207106,0.470437664,0.407751869,0.522575235,0.380714853,0.432034545,0.382766052,0.448682197,0.471964938,0.456820231,0.438141055,0.509626285,0.382310158,0.414830369,0.404870506,0.476137225,0.598103744,0.520519161,0.489023807,0.546205324,0.516465384,0.543042813,0.540399218,0.509259207,0.476920174,0.854067953,0.430381292,0.539438082,0.565536655,0.511889555,0.389265295,0.541414325,0.515766247,0.447410583,0.492884356,0.435697037,0.46819371,0.561743123,0.525339375,0.394883736,0.456468381,0.527798624,0.481420846,0.573110956,0.538473115,0.603408,0.461417353,0.490950628,0.531774393,0.575533202,0.472684437,0.540835465,0.523831629,0.54650304,0.359559874,0.524670035,0.307692465,0.533545041,0.479500904,0.308595979,0.546262479,0.524020042,0.421815623,0.870813551,0.562413469,0.587855336,0.559989951,0.584562022,0.512515374,0.332573209,0.405563281,0.439893113,0.513859754,0.501719818,0.498440354,0.471199196,0.556425614,0.482951735,0.492850837,0.404416206,0.453260433,0.490871666,0.521250076,0.540967904,0.536116577,0.554697529,0.591804105,0.50899429,0.538932816,0.553469885,0.567724743,0.495749321,0.526273517,0.399361295,0.55116286,0.517633666,0.559542984,0.427133035,0.40045245,0.497820603,0.610358302,0.500692042,0.335542219,0.83192108,0.506837861,0.474735918,0.374569429,0.507649333,0.556939315,0.553473476,0.540053027,0.530570507,0.479517225,0.568027262,0.44805841,0.378401494,0.484331424,0.409959288,0.436755642,0.477374378,0.426789416,0.48652059,0.433201434,0.554110302,0.528807964,0.433275634,0.423075928,0.789618909,0.388232301
SmallAreaEmphasis,0.812946061,0.778618773,0.71319842,0.663329262,0.750989566,0.640448297,0.681403226,0.641309695,0.696181427,0.713755401,0.702663887,0.687927023,0.741956077,0.641164472,0.669231633,0.660475413,0.716650216,0.800740388,0.749684468,0.727026563,0.767029116,0.746716454,0.765245646,0.763370647,0.741638382,0.718010478,0.939578215,0.681489914,0.762788901,0.780314803,0.743449599,0.647625194,0.763779856,0.746169069,0.695143745,0.729830273,0.686403213,0.711633235,0.777923745,0.752600118,0.651220639,0.702073941,0.754925135,0.721192932,0.784840785,0.761797016,0.8044347,0.706496421,0.728492582,0.757102719,0.786401258,0.714988362,0.763023528,0.751714877,0.767324083,0.619859294,0.75267407,0.572759723,0.758892509,0.719698749,0.571733457,0.767070618,0.751498842,0.67500441,0.94602673,0.777933297,0.794094764,0.77645619,0.792044586,0.743980109,0.596880673,0.661760964,0.688657281,0.744935471,0.736233309,0.734030743,0.71372669,0.774090299,0.722706936,0.729423344,0.659308183,0.699730913,0.728035175,0.750094255,0.76370553,0.76032861,0.772421196,0.796993597,0.741356578,0.762265607,0.771987403,0.781974817,0.731856202,0.753395758,0.655735956,0.770948668,0.747568503,0.776494341,0.679469256,0.656919003,0.733438639,0.809441205,0.735607758,0.598132194,0.928819067,0.739606999,0.716488049,0.634492516,0.740684297,0.77405437,0.771849995,0.762442663,0.756664101,0.719992823,0.781780612,0.695901312,0.638404882,0.723625681,0.665167351,0.687052958,0.718312457,0.677972144,0.725067579,0.683996714,0.771281362,0.755319148,0.683402851,0.675803176,0.90961593,0.646654002
SmallAreaHighGrayLevelEmphasis,688.5174019,757.2784954,769.3718437,411.90558,331.4456657,536.352002,112.4888043,294.7452665,653.627689,104.5260503,378.9913014,818.1525673,729.7250471,390.6466473,708.834659,7589.971537,397.5040583,1206.357504,785.9273496,1158.946038,904.8458063,1098.905333,901.2291862,949.2017145,1033.665541,1087.097437,154723.4658,415.4909818,981.3533928,848.5341733,1251.66991,331.6335505,1070.403064,727.2234687,123.2345766,855.0428297,836.7820838,1239.550228,3850.762843,1278.087077,237.6994891,174.6551858,651.8208822,143.5868566,863.514909,868.7219691,830.8793535,1223.651209,775.2710411,1017.34746,717.7872069,845.7569844,990.8012666,1105.021582,694.4267313,234.9027377,545.3702351,336.0348883,700.4107912,510.3200354,280.4994138,678.9094854,1165.591387,426.1952745,79045.19978,877.9657749,1144.780329,922.6993204,1317.887879,882.3822279,336.5208444,339.9438124,199.2190191,1090.976209,1456.62351,647.4335601,1056.733,832.0065485,8771.698891,270.3976187,237.6800229,319.484603,1249.642724,1111.123467,3824.032769,973.7842055,255.6602848,1429.921776,1389.182493,1007.47592,1069.83769,669.6555239,817.4479653,1148.792177,315.7376099,524.1467543,472.5934315,683.3056579,427.6453802,332.5749964,972.9239105,4265.589609,554.6884229,184.4666311,101725.3909,8230.734572,1032.510488,275.0402782,559.4828818,963.9372528,1147.455008,1065.438058,691.5055972,903.7551819,948.1285873,207.1762332,666.1085495,330.4962404,364.4672536,911.3453073,6338.371126,343.6304207,562.8004339,341.9400655,134.156138,515.4995503,485.872792,179.2692527,110429.2488,638.7823272
SmallAreaLowGrayLevelEmphasis,0.005776654,0.004528488,0.001217866,0.002093344,0.007610012,0.001677741,0.016427412,0.008077227,0.001183795,0.028658803,0.004376801,0.00261749,0.002290716,0.002447072,0.000916774,6.40E-05,0.004226201,0.021013941,0.014600245,0.001306299,0.006089577,0.004239923,0.005386452,0.005224831,0.001123041,0.00407539,0.000123802,0.003007412,0.001816402,0.002019292,0.002865952,0.004870777,0.006436726,0.00264305,0.012953385,0.001545501,0.02190643,0.000497043,0.000213844,0.001788158,0.004154455,0.01169203,0.003797056,0.01163445,0.037582518,0.011989942,0.005931451,0.000845463,0.00114748,0.006344833,0.004274135,0.005201488,0.006627029,0.002779295,0.006146849,0.003377235,0.011976463,0.001763839,0.002461115,0.008340851,0.003853413,0.006548399,0.001307571,0.001653557,0.001168603,0.006188072,0.003816071,0.007683881,0.007653294,0.024610994,0.001413832,0.016258835,0.015466348,0.002821787,0.000937959,0.005508414,0.001129694,0.001340589,0.000211814,0.009668071,0.009055483,0.00414922,0.002064422,0.001190071,0.000434991,0.004713706,0.014199408,0.015286416,0.001307602,0.004789243,0.002285663,0.005321698,0.001416934,0.002020684,0.006478544,0.017539468,0.004624857,0.007606061,0.002870472,0.003460629,0.001151843,0.000243429,0.007582227,0.00631654,8.02E-05,7.58E-05,0.000781505,0.004482028,0.011261551,0.006715995,0.00116308,0.004551786,0.015079257,0.001116427,0.003408358,0.006789061,0.001014223,0.003599007,0.002055408,0.000994766,0.004370112,0.003604925,0.00336911,0.003030343,0.030447898,0.00322922,0.00325067,0.007338429,0.005119331,0.001521428
ZoneEntropy,6.44490549,6.716831856,5.795364473,6.083603003,6.280972536,7.147739731,5.676710494,6.982041178,6.419790375,5.725961936,6.715166824,6.390349492,6.108989483,7.025676817,6.899835194,7.085773971,6.639418976,6.68097566,7.053488356,6.05022399,6.787411808,7.027388979,6.721074934,6.867304658,6.597834313,6.625025111,8.415642332,6.855870261,6.517459809,6.477438439,6.891914326,6.367229374,6.80688109,6.170085817,5.861252759,6.593752885,6.866399502,6.089104461,6.763698238,6.5614339,6.491716597,6.058932199,6.602355735,5.740606547,6.400849374,6.85196262,6.688496831,6.715227536,6.429889479,6.764832744,6.175758586,7.226244164,6.669451411,6.556062577,6.712975536,6.598449471,7.034128273,7.268751129,6.800370723,6.911100381,7.18308197,5.268461827,6.703398655,6.48825431,8.266455101,6.890464221,6.237672777,6.935960094,6.632133046,6.962583989,5.5923599,7.354902461,6.413412894,6.860845608,6.469877879,6.995169668,6.807216999,6.09403355,7.063432973,6.31086941,6.731117337,6.479320691,6.163780704,6.343250634,6.823870404,6.841146478,5.864972781,6.592238205,6.561185762,6.863410642,6.730335507,6.470578885,6.608806867,6.67260038,6.526268966,6.847161866,6.672390481,6.48091815,6.903628599,6.82472047,6.518556686,7.022897766,7.043701445,6.970494478,9.191418881,6.862803705,6.555378595,6.986699084,6.988150155,6.229134721,6.557837793,6.386857979,7.199354092,6.882561892,6.578047403,6.211706679,7.169302751,6.210419859,6.571060491,6.389777722,6.142557903,6.727532882,5.862899256,6.352212914,4.9213076,6.447130677,6.838385095,6.240012868,6.811020847,6.246067399
ZonePercentage,0.492698756,0.507797271,0.154131618,0.225252346,0.549586777,0.352523433,0.412863071,0.378202143,0.127622489,0.3078203,0.511342593,0.049276474,0.396472393,0.417929981,0.200715805,0.191638418,0.395521324,0.521454545,0.324070792,0.170601534,0.48542243,0.493250869,0.518920505,0.527671443,0.398011264,0.406684734,0.915409391,0.434216475,0.306118098,0.636986301,0.48045756,0.430759413,0.525221239,0.234283404,0.306220096,0.441593157,0.430068098,0.180581279,0.540800314,0.361173498,0.439984412,0.534407028,0.625631313,0.386437029,0.533908755,0.377214708,0.644745326,0.417392183,0.24341661,0.38383449,0.474484256,0.420074349,0.455754476,0.473546702,0.492191436,0.285284281,0.528993664,0.26812537,0.620333598,0.577014218,0.327411168,0.437869822,0.427343078,0.101439763,0.914259087,0.430720832,0.424161788,0.578915783,0.557625949,0.494878763,0.072050849,0.409548416,0.43665246,0.518284107,0.330407544,0.600139324,0.29920158,0.27100631,0.366023778,0.493049877,0.36344086,0.391169854,0.27788965,0.184811529,0.434600182,0.264706829,0.502377179,0.57554672,0.417844801,0.377478054,0.421171068,0.641114983,0.40353461,0.540830248,0.471008737,0.63076602,0.571539961,0.544670364,0.442003793,0.33931213,0.374315714,0.712638581,0.543071161,0.296049119,0.892068216,0.210102584,0.407537541,0.440987438,0.572955321,0.356182355,0.345063127,0.343115599,0.558924719,0.490998147,0.53601108,0.253288828,0.107823071,0.277336748,0.223435327,0.108469401,0.538990826,0.414460285,0.178986123,0.202335766,0.666666667,0.147977449,0.215018405,0.496428571,0.878923767,0.061398496
ZoneVariance,78.77299647,49.25241581,14468.84376,1751.859543,7.832099045,407.2133686,16.43488801,35.60485422,113722.9012,248.073309,5.617769276,535762.5018,270.0947663,20.00102253,32926.19316,1245.432359,579.0317446,98.59620416,4406.072335,47408.81226,43.29100026,35.95239041,35.48196325,45.02890041,397.312413,76.91290489,0.119238649,159.7134812,2240.853423,2.371075104,48.32834288,8.893686694,12.89979056,1848.230844,193.7458496,67.0452389,45.74279507,117850.9906,83.66820106,786.2368471,8.829030292,4.857391631,1.988049866,232.8495434,38.10164863,310.0100242,4.025399,108.9055243,5865.545657,383.6630855,37.70239149,3163.507723,36.80068423,29.26889703,34.47084583,678.7611093,56.55261177,99.63751387,2.595962693,2.446196594,27.01083669,62.29334064,89.75358793,424879.9969,0.156342578,286.4665381,105.6600835,9.825809446,15.22584642,38.17359487,123452.4647,69.38939716,95.24944159,15.44251163,3856.490011,2.078416049,1066.968437,2747.90918,2760.938893,18.24298628,148.3480008,131.7234507,316.5533312,69934.5826,344.8100774,19638.37851,18.70968962,13.07097879,110.919052,2029.37129,708.2926527,7.652223141,177.3988237,7.550895414,6.313682109,3.270507454,14.03623795,49.83169238,13.11597453,473.4713202,556.1371403,1.03808536,6.23082325,127.2891743,0.203606101,14270.10413,118.8836005,8.249005717,7.312607788,337.7760388,2356.091017,623.2002259,9.754081541,27.29496177,28.98194553,1515.027535,175343.7969,2463.870401,4960.589895,216637.6104,3.562046175,131.4237188,2426.283566,8661.78118,0.959677419,28124.47665,8179.622842,4.70123182,0.169799042,268494.42
GrayLevelNonUniformity,69.46943483,61.94767345,1761.049794,327.998351,59.3534403,1110.602876,26.83512836,166.3846824,9252.468779,80.25191198,166.0244291,11313.66976,128.5365598,289.5277358,5295.659486,192.28014,243.2818361,204.7194959,1850.571267,8295.277221,181.0934418,1599.799789,110.9207685,620.281141,573.5568106,308.5433065,64.18316076,333.9074868,918.0321341,27.50403968,2183.399023,75.62864748,169.8812733,414.2644502,100.6508827,532.8611173,244.9579182,24309.81537,199.3833044,823.4925514,93.13795365,24.41636668,42.77315448,104.8825115,93.32100001,230.2825368,35.14545223,7626.165292,1574.586821,392.5086415,43.31882443,6403.732515,80.71443576,64.31369623,49.44715448,238.2595989,690.5743645,630.4573531,87.84890418,87.56091064,108.987278,34.2828938,337.5171864,31123.6875,5.321085426,272.8492399,94.69644913,128.2142935,107.4259192,793.3883352,5001.023577,1222.334596,84.42864972,774.4260661,3973.654786,202.1551841,642.2217029,750.1451855,1282.778592,36.91873807,108.3517963,133.8224587,171.9120748,12388.45259,783.8711584,6122.383801,29.2224956,32.90461978,306.7199218,1755.86204,986.5821142,21.00585461,369.5606034,180.3244488,44.02960507,104.1743152,143.5486526,155.7366276,243.7003985,332.5298512,579.5072382,389.983344,206.1909062,261.0900021,107.2108417,799.3373495,1261.022429,235.7420195,137.7259479,177.1821608,1740.898674,612.9099339,339.8273172,486.7113935,102.6511254,296.1964841,13738.6062,553.202151,983.6720871,18528.42497,21.77551855,153.8919248,424.4223841,715.5948296,5.297595128,2822.886976,1545.103981,51.45699486,3.18682777,10137.55908
GrayLevelNonUniformityNormalized,0.040438976,0.032109796,0.137386067,0.074598562,0.042917629,0.031664764,0.059929687,0.04182345,0.13687939,0.077826664,0.040422763,0.244065265,0.055607368,0.033699295,0.076847422,0.057477437,0.039540058,0.052798099,0.056085171,0.119776105,0.040984246,0.038206931,0.034321661,0.035698467,0.054216066,0.059569728,0.005477024,0.032609354,0.072467955,0.027874441,0.044336642,0.051526939,0.03953277,0.098661652,0.066708918,0.050355845,0.045654182,0.105776235,0.04167227,0.062732274,0.038647745,0.037529905,0.027968745,0.064431018,0.060531516,0.047676055,0.023468277,0.05465833,0.08705093,0.05473332,0.050017438,0.035777766,0.044067346,0.045026562,0.026540056,0.047540024,0.02342835,0.04103249,0.02414056,0.027008331,0.03330736,0.076724281,0.051607655,0.144827797,0.004994138,0.040305036,0.054250147,0.026772664,0.03887286,0.043768849,0.171462686,0.029300336,0.036633066,0.038140866,0.070406667,0.024353172,0.058527117,0.096683802,0.042859313,0.032346777,0.032798931,0.041454086,0.077158392,0.11377455,0.052742866,0.074518205,0.049229038,0.034303487,0.051578931,0.055296958,0.048521811,0.025611677,0.052994133,0.036907443,0.036959762,0.022544532,0.029321378,0.033736591,0.041009748,0.035497104,0.056216348,0.022187003,0.023865752,0.03866344,0.003095116,0.087254115,0.056205517,0.036596558,0.021409549,0.063993388,0.061602484,0.070125768,0.020751573,0.033966122,0.037415284,0.073636661,0.102639364,0.085433425,0.083230828,0.156033219,0.052438254,0.033891721,0.143803996,0.101384872,0.058763641,0.152423173,0.089702867,0.048499049,0.014428786,0.227571603
GrayLevelVariance,136.4410339,189.2810212,12.34717357,27.02073218,50.73982398,80.32978753,25.22089466,84.7337426,27.06210973,25.52275378,73.35125603,30.07068995,53.16263736,72.66073722,51.30749754,840.8564682,111.471025,452.094998,193.7737318,14.57185355,126.4071025,128.439658,107.6016644,116.2846096,56.53989083,55.66580806,6202.740347,90.16874727,52.84231539,115.3215183,77.98355805,37.71641335,117.8910887,41.81401994,21.96099546,42.79520268,327.2938024,14.03761946,646.4502058,45.15348789,51.46954225,59.7935772,106.6101072,38.27282487,364.5710333,166.588155,181.1404896,38.29544539,41.8616252,94.15211248,76.05499855,129.2038424,141.8190309,113.0785071,197.1787575,45.39627691,189.4375068,50.52483416,143.9319786,114.9711023,81.79116213,38.47882264,57.57716445,17.6126886,9699.979904,176.4581148,60.3392025,163.2573227,105.1541015,390.6112137,4.808540166,107.5885537,87.8758672,95.23431922,59.3451334,124.5490743,53.15951594,25.00374075,1296.308029,125.9648737,113.9313007,68.57603158,23.66731719,26.4008138,620.834397,110.2112157,56.18554464,175.9238231,43.85605893,98.12570116,77.0293963,169.1376456,49.08361446,75.2184506,56.23867752,168.5053734,120.8828081,99.38109691,69.06886306,87.35080763,50.55299893,481.2390953,136.6063406,84.32885684,18063.41181,1236.333833,33.04042273,62.48380707,181.6851253,75.20936289,48.78515424,58.31097223,228.7909617,77.64456038,102.2945742,37.91611974,45.81383088,42.68404891,44.67519869,25.96906033,149.4123175,95.46985805,16.29255797,43.9078849,29.16987038,55.68053479,76.9911406,43.5137913,4444.293202,9.72250429
HighGrayLevelRunEmphasis,1223.069615,1231.301278,1363.084554,860.7484843,483.1370249,948.824676,252.317936,367.0104599,1387.32262,203.0467751,478.1671857,1648.742632,1290.690649,635.0660688,1462.103346,9071.619328,817.8325469,983.8618043,1399.195002,1744.362561,1465.759194,1614.299237,1404.351914,1453.034639,1621.801615,1632.631922,167245.1676,804.8329751,1543.343095,1174.358518,1797.647839,583.4605949,1583.487544,1334.122993,230.1749373,1249.365874,1021.593044,1854.172706,4007.588406,1839.007164,467.2092299,343.4303561,899.7733073,334.0035602,697.6502776,1405.40115,1181.493802,1791.512132,1475.422134,1593.488018,1073.739536,1350.024669,1580.113305,1704.207768,1024.325433,523.5834333,731.016447,578.6559056,1004.484071,647.2496643,449.0080062,1120.377616,1685.179981,920.1977548,89701.53544,1406.96425,1670.935984,1385.811061,1787.200905,843.3498986,728.1665179,422.9068947,385.9778927,1609.276125,1947.351459,871.2837197,1758.187457,1255.433312,10390.31437,477.4279462,555.4945325,648.9793451,1890.794178,1727.630788,3675.815957,1594.424616,463.4238076,1890.311043,1994.572019,1569.089614,1634.714195,848.4933279,1254.035069,1628.365042,477.7232795,681.861912,697.9967639,1112.70421,509.6592753,759.2253081,1576.285708,4904.605815,730.9757076,363.4052553,115890.956,7966.657737,1512.983777,421.1512308,797.4176423,1547.551559,1724.224837,1602.034464,953.0991486,1400.287981,1400.842309,466.9821142,1509.721958,715.2560104,845.9527666,1675.730745,9448.090631,673.2416415,1012.424125,789.2577603,210.2173384,1161.316354,1093.651422,228.3899582,126079.7352,1253.923656
LongRunEmphasis,1.255885419,1.205973226,2.003655159,2.240764876,1.156219289,1.307416255,1.340643573,1.25838689,2.703547703,1.613490311,1.162360559,6.644660912,1.474617307,1.214288977,1.992603787,3.141037855,1.532483774,1.265987519,1.374598747,1.584864909,1.202738822,1.186544992,1.175292201,1.166187005,1.238583486,1.217860547,1.02047007,1.272224037,1.370198945,1.11180784,1.177944316,1.220176243,1.163684349,1.640730407,1.357380399,1.191276321,1.337549262,1.467750417,1.772295757,1.277594327,1.20514314,1.157629638,1.110810512,1.580885526,1.241439561,1.283086916,1.111416881,1.200936728,1.509279529,1.278600462,1.205476905,1.219246631,1.215743809,1.233865092,1.210540842,1.838094117,1.175517835,1.333535553,1.119382934,1.127674997,1.27367785,1.549078283,1.212556995,2.172021261,1.021527944,1.265178135,1.248796986,1.13794249,1.154341069,1.283385763,3.64110449,1.212025527,1.496177562,1.159210475,1.277884607,1.115976138,1.354485395,1.592297516,4.328426291,1.235862971,1.471746558,1.346698167,1.383121843,1.622277666,1.967878035,1.459046358,1.204275488,1.153087842,1.226904204,1.271158633,1.227629276,1.170185276,1.227218528,1.158601366,1.177403543,1.116005797,1.153037078,1.178760236,1.206660315,1.639446635,1.261206836,1.085205771,1.160859268,1.409023566,1.027136678,10.40670079,1.207627269,1.202615735,1.149537128,1.339421208,1.306468122,1.285369021,1.148711137,1.170613293,1.168065291,2.265903618,2.255946816,1.823949627,1.888058413,1.980652626,1.167709589,1.271938439,1.713637081,3.683853578,1.112056975,2.23794383,1.659860561,1.191630337,1.029526196,3.08679152
LongRunHighGrayLevelEmphasis,1649.011945,1561.279544,2815.214401,2215.999518,566.8386047,1304.681096,371.8624334,440.4972958,3972.09999,365.7761526,550.4141606,11344.39968,2079.970058,782.4395174,3156.332297,17100.81749,1514.038348,1045.085994,2022.396984,2790.824403,1815.070643,1916.576441,1700.759926,1731.360362,2045.234507,2004.701166,171013.8438,1108.086796,2168.30276,1327.145405,2128.977356,722.1877934,1873.047956,2286.93945,331.3536697,1498.918218,1230.823578,2737.507773,4472.286248,2364.410061,584.5863142,421.2923938,1008.5619,633.7020619,737.1844442,1874.293096,1344.179556,2158.386329,2318.478754,2071.833416,1322.689298,1688.050075,1954.663648,2107.915766,1293.876051,1201.511006,862.6325906,765.3905547,1144.220221,718.5688884,566.9768012,1918.067472,2062.974238,2058.238703,92575.77535,1810.85764,2122.718291,1610.240156,2075.959825,946.3508271,2767.005266,492.429157,779.751526,1889.757506,2486.495358,970.6516793,2434.16574,2037.897276,12419.7761,658.9047032,1010.901971,970.2892617,2636.025817,2844.541144,4366.709013,2375.01765,586.2189482,2196.785218,2462.104519,2035.414452,2050.234432,954.7609402,1561.184251,1909.057314,568.244316,769.8183549,849.808988,1376.231538,591.1097096,1555.927244,2037.750579,5244.376645,837.5491718,544.2164211,120062.694,10936.71198,1834.991758,503.3727597,921.4648785,2145.485864,2293.918249,2092.074998,1109.193275,1667.027282,1673.071627,1286.890748,3623.187543,1464.380401,1786.407512,3400.18575,11115.48501,930.1193362,1781.248695,3639.649889,238.5440864,2784.124865,1951.817224,264.3529689,130353.8597,3939.227329
LongRunLowGrayLevelEmphasis,0.004066958,0.004404674,0.001578346,0.002783393,0.006755385,0.00235818,0.012810016,0.012213371,0.002004393,0.02411341,0.005872309,0.005537365,0.00187568,0.003617725,0.001631703,1.184461559,0.004546601,0.344734947,0.038332251,0.001126519,0.020562938,0.033739472,0.006906357,0.01406687,0.001070394,0.003185809,0.000115029,0.004206302,0.001409746,0.01037328,0.007699655,0.005524591,0.007631143,0.00192397,0.01145458,0.001491409,0.189522382,0.000898117,0.715054106,0.002782191,0.004948414,0.011533436,0.004917721,0.01009554,0.348780142,0.008156575,0.006709497,0.001626627,0.001334726,0.018524512,0.003054134,0.006059896,0.024747942,0.044338968,0.010946692,0.004710061,0.027374718,0.003638472,0.002854587,0.011443925,0.008061424,0.004183606,0.00143178,0.002484201,0.001077331,0.058598128,0.00425309,0.010348807,0.013626783,0.219496653,0.004889029,0.021834338,0.018911038,0.005006535,0.001154526,0.005956688,0.001056847,0.001476617,3.225353331,0.018029576,0.014946716,0.004282004,0.001248681,0.00112639,0.783517175,0.038363594,0.010668406,0.018236684,0.001044368,0.013817779,0.001883814,0.138200452,0.001431845,0.004001568,0.006860731,0.039088216,0.005019341,0.005668307,0.004611447,0.0045748,0.001117134,0.007992365,0.032989747,0.014532638,7.80E-05,9.130328615,0.000955437,0.006650049,0.054716015,0.007107925,0.001779247,0.003325937,0.033625292,0.001265796,0.00819287,0.00715421,0.00175032,0.003424832,0.002842757,0.001355442,0.002555417,0.00447042,0.002228815,0.004863494,0.026259769,0.003644327,0.003138009,0.018270294,0.004545327,0.002691885
